,wt,score,lb,ub
133,75.26406891215981,6.517562416894966,5.644948693135618,7.390176140654315
134,75.52687470419147,6.520082775700184,5.647714149224864,7.392451402175503
135,75.78587117352895,6.508752615487223,5.645039351873511,7.372465879100935
136,75.9196252641875,6.508232734117847,5.6450487674919945,7.3714167007436995
137,76.07450705477693,6.508638759148816,5.645815403360418,7.371462114937215
138,76.29150410080456,6.511580897152944,5.649196707787665,7.373965086518224
139,76.4179861622262,6.5655748688864115,5.696560253985577,7.434589483787246
140,76.69793427218403,6.566594689469893,5.699707429787672,7.433481949152114
141,76.92058938742343,6.6053680299831505,5.739115000067409,7.471621059898892
142,77.16216169055532,6.602817507442856,5.737339264534559,7.468295750351152
143,77.26253737619466,6.659866978300764,5.79135967815666,7.528374278444868
144,77.30996608974424,6.683511357740111,5.817844950864478,7.549177764615743
145,77.3967446218406,6.687673677667272,5.822200088232409,7.553147267102134
146,77.52575559057651,6.718757052498773,5.852334459669581,7.585179645327965
147,77.56781876427607,6.841368981977787,5.956122412462921,7.726615551492653
148,77.70360640650516,6.865148374607511,5.9790766146168135,7.751220134598208
149,77.87553860483189,6.86080694167088,5.975506607188045,7.746107276153715
150,77.92948240564095,6.950263519599071,6.065877723544824,7.834649315653318
151,78.14153387040983,6.994310508925361,6.1004298641450445,7.8881911537056775
152,78.15376803002005,7.23036667319845,6.29726461988634,8.16346872651056
153,78.20322925556881,7.300968435971827,6.351297111012158,8.250639760931495
154,78.39687074163801,7.305413701028966,6.356406231963257,8.254421170094675
155,78.49551052878608,7.415558950924284,6.449619575893392,8.381498325955176
156,78.69748369323085,7.433091195910421,6.456862555874312,8.409319835946532
157,78.71403109807943,8.360296315747282,6.891897702565725,9.82869492892884
158,78.76553762931415,8.215884054182581,6.904564919996287,9.527203188368874
159,78.79948149978728,8.332902113252857,6.982443256077962,9.683360970427751
160,78.86086971334062,8.32327477625239,6.986565539032393,9.659984013472387
161,79.09491956765977,8.343905284901236,7.01164321177045,9.676167358032021
162,79.33911215604364,8.4220779370872,7.058489032789371,9.78566684138503
163,79.51749123940336,8.42688708943918,7.074871067262453,9.778903111615907
164,79.68314504293987,8.373492989254174,7.079304930459357,9.667681048048992
165,79.83920697498644,8.378055858182465,7.09044683129761,9.66566488506732
166,79.84908924329845,8.378365059341581,7.091634371529484,9.665095747153678
167,79.88475502362704,8.394298927089583,7.095385230684409,9.693212623494757
168,79.93464798843058,8.397561433523052,7.099049900475802,9.696072966570302
169,80.00747952746097,8.456922242818802,7.1350879972916434,9.77875648834596
170,80.13442032054976,8.463151279680288,7.137748663940925,9.78855389541965
171,80.31701121844368,8.517513424494298,7.170124760193428,9.86490208879517
172,80.5153812648229,8.510691363309311,7.172147795930374,9.84923493068825
173,80.68834936416623,8.506149831011887,7.175504744037084,9.83679491798669
174,80.71023632740908,8.505034315727585,7.176597570930557,9.833471060524612
175,80.77221782002101,8.457210884949024,7.186127460958189,9.728294308939859
176,80.79738308549373,8.455925096711033,7.187685090088495,9.72416510333357
177,80.82772092500765,8.455440641091112,7.188343892792054,9.72253738939017
178,81.0853491561155,8.450111128348537,7.19057738556168,9.709644871135394
179,81.40639868787696,8.454556166005833,7.192877299396758,9.716235032614907
180,81.55871250154308,8.47069047199808,7.201636252166546,9.739744691829612
181,81.56899220081955,8.464261419620245,7.2029832890003185,9.725539550240171
182,81.64587057302124,8.462909182812796,7.203892970747504,9.721925394878086
183,81.68062107962642,8.479080611721947,7.210828310481049,9.747332912962847
184,81.70075057463134,8.56452317172319,7.247646654775402,9.881399688670978
185,81.72748951462131,8.571900377687287,7.250156577231853,9.89364417814272
186,81.79454162366947,8.563383411927163,7.2522041485270705,9.874562675327255
187,81.89185228079991,8.559285998500346,7.252097756943273,9.86647424005742
188,81.90819808943054,8.570959553100321,7.25872740929829,9.883191696902353
189,81.92221669342005,8.557510656083663,7.265464459656253,9.849556852511071
190,82.01506224570072,8.550886157502092,7.2682343144419015,9.833538000562282
191,82.12904109674534,8.559992842963013,7.2749717157056075,9.845013970220418
192,82.18932543598491,8.560420042182132,7.275501013644529,9.845339070719735
193,82.26217009716784,8.556774842303149,7.276204901460341,9.837344783145957
194,82.34120502172382,8.557094623127558,7.282815975078752,9.831373271176364
195,82.41442249108142,8.54786031220028,7.286973656696463,9.808746967704096
196,82.45023278609281,8.544914852285284,7.289182958538067,9.800646746032502
197,82.58101725931009,8.539751407770353,7.289156788283338,9.790346027257367
198,82.71276982540827,8.542295003576983,7.290474528844927,9.79411547830904
199,82.77680620150375,8.56786439980589,7.311092023483013,9.824636776128767
200,82.80460350227777,8.560856843955717,7.310735902775098,9.810977785136336
201,82.90626959844482,8.556738720450697,7.310968976153493,9.802508464747902
202,82.99968535861615,8.561597122688033,7.315441490388216,9.807752754987849
203,83.04854310166942,8.560925519131773,7.317708010909435,9.804143027354112
204,83.10659790398071,8.647552206506797,7.377694020565174,9.917410392448419
205,83.17715344650148,8.651666673791771,7.384177756812485,9.919155590771059
206,83.46093289386405,8.872047917991939,7.531997872906992,10.212097963076886
207,83.66763169005281,8.863979817193568,7.537404022920717,10.190555611466419
208,83.7068646364486,8.858816797206899,7.543017801561025,10.174615792852773
209,83.78314605901215,8.846253865675333,7.54974611432472,10.142761617025945
210,83.97989165231314,8.84766157879011,7.550569747249356,10.144753410330864
211,84.1453261008614,8.8559996028065,7.554589314972764,10.157409890640237
212,84.2394769463981,8.867424039366364,7.562070491638231,10.172777587094497
213,84.29968125502945,8.893712975297774,7.575121411622065,10.212304538973482
214,84.39303283022733,8.996295265575386,7.620622137986071,10.3719683931647
215,84.49018230161477,9.169108465536839,7.683835830180394,10.654381100893284
216,84.55631505724612,9.177079704412883,7.689048814333711,10.665110594492054
217,84.64584887625928,9.177188401528696,7.693002820120717,10.661373982936674
218,84.68167013257722,9.334526373810963,7.7859970133099665,10.88305573431196
219,84.72813290985204,9.32866941637116,7.790196880170152,10.867141952572167
220,84.82595450587002,9.337209325388237,7.801704332136296,10.872714318640178
221,84.926836228346,9.386067297124411,7.832161269663659,10.939973324585164
222,85.03213022088678,9.52607352555775,7.914534823250705,11.137612227864796
223,85.14901104056437,9.557334369933086,7.93670234671485,11.177966393151323
224,85.20164168386457,9.573357342834989,7.945402062624577,11.2013126230454
225,85.2930968971602,9.574149774796359,7.946591189138931,11.201708360453786
226,85.40871139978772,9.586051460232033,7.952300463700737,11.21980245676333
227,85.55010203085033,9.58265667964172,7.956564249375522,11.20874910990792
228,85.74593250752096,9.577331883219568,7.960299386216521,11.194364380222614
229,85.92447287651451,9.58622415816982,7.962156816762954,11.210291499576686
230,86.16106027223722,9.581330435820325,7.961947367056506,11.200713504584144
231,86.37428894192128,9.576034652211499,7.95979268002993,11.192276624393067
232,86.69683550965553,9.569008661602615,7.9624249539909915,11.175592369214238
233,86.82308088884452,9.623228879543259,7.97643331015636,11.270024448930158
234,86.90799324303755,9.645107763733751,7.9896329009759635,11.30058262649154
235,86.99527756838404,9.641696552421363,7.991300974248526,11.2920921305942
236,87.07587248838888,9.72830951440331,8.03753495196638,11.41908407684024
237,87.09516119513971,9.73300918651941,8.039433381926731,11.42658499111209
238,87.20770986269869,9.733109574011277,8.039273469912423,11.42694567811013
239,87.2665765274658,9.732290502021106,8.040992848988552,11.423588155053661
240,87.46777828864994,9.731414274556895,8.040246941972866,11.422581607140925
241,87.729596614671,9.811051469940885,8.061812122531292,11.560290817350479
242,87.84357016473422,9.881735453424202,8.083192194340647,11.680278712507757
243,87.98137962553757,9.911009676926755,8.100801169111701,11.721218184741808
244,88.08143402512857,9.86217591841607,8.086305197287398,11.638046639544743
245,88.14718708593405,9.87342166142765,8.087963710439437,11.658879612415864
246,88.35239496536485,10.053194731606318,8.152074690169886,11.95431477304275
247,88.63372559124433,10.081244327647877,8.157287879376112,12.005200775919642
248,88.7697194096955,10.079682481673,8.15811261816991,12.00125234517609
249,89.02956658155985,10.078093587743206,8.157932115063673,11.99825506042274
250,89.52963761917444,10.100931666846561,8.15732776758923,12.044535566103892
251,90.32836635864396,10.131720349022311,8.158665272959128,12.104775425085494
252,90.92565157926818,10.112735534676137,8.15347036049263,12.072000708859644
253,92.32077201512402,9.87204812459249,8.021791454122269,11.722304795062712
254,93.82045819516114,9.554565247091414,7.712092830642429,11.3970376635404
